Title,Date,Severity,Summary,Link
Arbitrary code execution in Apache Druid,2021-06-16T17:51:58Z,High,"CVE-2021-26919was published
                        fororg.apache.druid:druid(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-jj4f-p7vv-j4v9
HTTP request smuggling in Undertow,2021-06-16T17:47:52Z,Moderate,"CVE-2021-20220was published
                        forio.undertow:undertow-core(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-qjwc-v72v-fq6r
Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat,2021-06-16T17:45:29Z,High,"CVE-2021-25122was published
                        fororg.apache.tomcat.embed:tomcat-embed-core(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-j39c-c8hj-x4j3
Uncontrolled Resource Consumption in Apache OpenMeetings server,2021-06-16T17:43:36Z,High,"CVE-2021-27576was published
                        fororg.apache.openmeetings:openmeetings-parent(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-px9f-597f-wmcf
Code injection in Apache Druid,2021-06-16T17:40:47Z,High,"CVE-2021-25646was published
                        fororg.apache.druid:druid(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-wrqf-rrrw-w3mg
Improper Authentication in Apache ActiveMQ and Apache Artemis,2021-06-16T17:39:35Z,High,"CVE-2021-26117was published
                        fororg.apache.activemq:activemq-parent(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-9mgm-gcq8-86wq
Apache ActiveMQ Artemis vulnerable to Improper Access Control,2021-06-16T17:39:05Z,High,"CVE-2021-26118was published
                        fororg.apache.activemq:apache-artemis(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-q7fr-vqhq-v5xr
Improper Restriction of Recursive Entity References in Apache XMLBeans,2021-06-16T17:37:11Z,Critical,"CVE-2021-23926was published
                        fororg.apache.xmlbeans:xmlbeans(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-mw3r-pfmg-xp92
Arbitrary code injection in json-sanitizer,2021-06-16T17:34:18Z,Critical,"CVE-2021-23899was published
                        forcom.mikesamuel:json-sanitizer(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-mm8j-9x84-m9cv
Remote code execution in Apache Tapestry,2021-06-16T17:33:19Z,Critical,"CVE-2021-27850was published
                        fororg.apache.tapestry:tapestry-core(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-mj8x-cpr8-x39h
Origin Validation Error in Apache Maven,2021-06-16T17:32:49Z,Critical,"CVE-2021-26291was published
                        fororg.apache.maven:maven-compat(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-2f88-5hg8-9x2x
Cryptographically weak CSRF tokens in Apache MyFaces,2021-06-16T17:31:39Z,High,"CVE-2021-26296was published
                        fororg.apache.myfaces.core:myfaces-core-module(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-gq67-pp9w-43gp
Cross-Site Request Forgery in the Jenkins Claim plugin,2021-06-16T17:29:43Z,High,"CVE-2021-21620was published
                        fororg.jenkins-ci.plugins:claim(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-4ffq-6g62-j4v4
Missing Authorization in Jenkins P4 plugin,2021-06-16T17:29:35Z,Moderate,"CVE-2021-21654was published
                        fororg.jenkins-ci.plugins:p4(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-h6qv-f5gf-8gcf
Missing Authorization in jenkins xray-connector,2021-06-16T17:29:26Z,Moderate,"CVE-2021-21653was published
                        fororg.jenkins-ci.plugins:xray-connector(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-5557-j87h-cvf4
Missing Authorization in Jenkins S3 publisher Plugin,2021-06-16T17:29:17Z,Moderate,"CVE-2021-21651was published
                        fororg.jenkins-ci.plugins:s3(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-w5rh-j4g3-jr29
Missing Authorization in Jenkins S3 publisher Plugin,2021-06-16T17:29:08Z,Moderate,"CVE-2021-21650was published
                        fororg.jenkins-ci.plugins:s3(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-fvfc-8pqr-wjpv
CSRF vulnerability in Jenkins Xray - Test Management for Jira Plugin allows capturing credentials,2021-06-16T17:28:58Z,High,"CVE-2021-21652was published
                        fororg.jenkins-ci.plugins:xray-connector(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-rrvg-2c69-p9rf
Cross-site Scripting in Jenkins Dashboard View Plugin,2021-06-16T17:24:41Z,High,"CVE-2021-21649was published
                        fororg.jenkins-ci.plugins:dashboard-view(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-jwhm-9cjm-4493
Cross-Site Request Forgery in Jenkins Credentials Plugin,2021-06-16T17:24:31Z,High,"CVE-2021-21648was published
                        fororg.jenkins-ci.plugins:credentials(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-gchq-9r68-6jwv
Improper Authentication in Atlassian Connect Spring Boot,2021-06-16T17:23:12Z,High,"CVE-2021-26077was published
                        forcom.atlassian.connect:atlassian-connect-spring-boot(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-2x7v-w2mv-f3rx
Uncontrolled Resource Consumption in JPA Server in HAPI FHIR,2021-06-16T17:21:11Z,Moderate,"CVE-2021-32053was published
                        forca.uhn.hapi.fhir:hapi-fhir-jpaserver-base(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-67f6-c8mx-4q2m
Shell command injection in Apache Syncope,2021-06-16T17:19:12Z,High,"CVE-2020-11977was published
                        fororg.apache.syncope:syncope(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-p2rp-cmjq-r7wm
Expression Language Injection in Apache Syncope,2021-06-16T17:18:58Z,Critical,"CVE-2020-1959was published
                        fororg.apache.syncope:syncope-core(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-vjqw-r3ww-wj2w
Injection in Apache Syncope,2021-06-16T17:18:49Z,High,"CVE-2020-1961was published
                        fororg.apache.syncope:syncope-core(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-4w4p-xwrr-9crh
Command injection in Apache Unomi,2021-06-16T17:17:24Z,High,"CVE-2021-31164was published
                        fororg.apache.unomi:unomi(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-rm7f-mpcj-w4f6
Missing Authorization,2021-06-16T17:11:30Z,Moderate,"CVE-2021-21661was published
                        fororg.jenkins-ci.plugins:kubernetes-cli(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-xrg9-wwrq-xmx9
Cross-site scripting in Jenkins Kiuwan Plugin,2021-06-16T17:10:50Z,High,"CVE-2021-21666was published
                        fororg.jenkins-ci.plugins:kiuwanJenkinsPlugin(Maven)Jun 16, 2021",https://github.com/advisories/GHSA-8h77-3xwr-hqhh
elFinder before 2.1.59 contains multiple vulnerabilities leading to RCE,2021-06-16T17:04:29Z,Critical,"CVE-2021-32682was published
                        forstudio-42/elfinder(Composer)Jun 16, 2021",https://github.com/advisories/GHSA-wph3-44rj-92pr
Server-Side Request Forgery in Plone,2021-06-15T16:12:04Z,High,"CVE-2021-33511was published
                        forPlone(pip)Jun 15, 2021",https://github.com/advisories/GHSA-gc9g-67cq-p7v4
Server-Side Request Forgery in Plone,2021-06-15T16:11:47Z,Moderate,"CVE-2021-33510was published
                        forPlone(pip)Jun 15, 2021",https://github.com/advisories/GHSA-4mg4-wvmx-5332
Incorrect Permission Assignment for Critical Resource	in Plone,2021-06-15T16:11:38Z,Critical,"CVE-2021-33509was published
                        forPlone(pip)Jun 15, 2021",https://github.com/advisories/GHSA-hm2p-fhwx-9285
Path Traversal in Zope,2021-06-15T16:10:49Z,High,"CVE-2021-32633was published
                        forZope(pip)Jun 15, 2021",https://github.com/advisories/GHSA-962m-m8jw-8wrr
Insufficiently random values in Ansible,2021-06-15T16:10:11Z,Moderate,"CVE-2020-10729was published
                        foransible(pip)Jun 15, 2021",https://github.com/advisories/GHSA-r6h7-5pq2-j77h
Improper Input Validation,2021-06-15T16:08:16Z,Moderate,"CVE-2021-20329was published
                        forgo.mongodb.org/mongo-driver(Go)Jun 15, 2021",https://github.com/advisories/GHSA-f6mq-5m25-4r72
Cross-site scripting in RESTEasy,2021-06-15T16:05:22Z,Moderate,"CVE-2020-10688was published
                        fororg.jboss.resteasy:resteasy-bom(Maven)Jun 15, 2021",https://github.com/advisories/GHSA-29qj-rvv6-qrmv
Cross-Site Scripting,2021-06-15T15:59:27Z,High,"CVE-2021-20293was published
                        fororg.jboss.resteasy:resteasy-bom(Maven)Jun 15, 2021",https://github.com/advisories/GHSA-5h26-c766-g93v
Open redirect in Flask-Unchained,2021-06-15T15:56:59Z,Moderate,"CVE-2021-23393was published
                        forFlask-Unchained(pip)Jun 15, 2021",https://github.com/advisories/GHSA-pjc4-3w99-j7v4
Uncontrolled memory consumption,2021-06-15T15:54:32Z,Moderate,"CVE-2021-31811was published
                        fororg.apache.pdfbox:pdfbox(Maven)Jun 15, 2021",https://github.com/advisories/GHSA-fg3j-q579-v8x4
Infinite Loop in Apache PDFBox,2021-06-15T15:54:29Z,Moderate,"CVE-2021-31812was published
                        fororg.apache.pdfbox:pdfbox(Maven)Jun 15, 2021",https://github.com/advisories/GHSA-7grw-6pjh-jpc9
elFinder unsafe upload filtering leading to remote code execution,2021-06-15T15:51:02Z,High,"CVE-2021-23394was published
                        forstudio-42/elfinder(Composer)Jun 15, 2021",https://github.com/advisories/GHSA-qm58-cvvm-c5qr
The Fuck Arbitrary File Deletion via Path Traversal,2021-06-15T15:49:01Z,Critical,"CVE-2021-34363was published
                        forthefuck(pip)Jun 15, 2021",https://github.com/advisories/GHSA-8wwf-2644-f8x4
Observable Timing Discrepancy in aaugustin websockets library,2021-06-11T17:43:14Z,Moderate,"CVE-2021-33880was published
                        forwebsockets(pip)Jun 11, 2021",https://github.com/advisories/GHSA-8ch4-58qp-g3mp
Uncontrolled Resource Consumption in locutus,2021-06-10T17:25:05Z,High,"CVE-2021-23392was published
                        forlocutus(npm)Jun 10, 2021",https://github.com/advisories/GHSA-39q4-p535-c852
Use of Cryptographically Weak Pseudo-Random Number Generator in Rclone,2021-06-10T17:23:21Z,High,"CVE-2020-28924was published
                        forgithub.com/rclone/rclone(Go)Jun 10, 2021",https://github.com/advisories/GHSA-rmw5-xpg9-jr29
Reflected cross-site scripting issue in Datasette,2021-06-10T17:22:59Z,High,"CVE-2021-32670was published
                        fordatasette(pip)Jun 10, 2021",https://github.com/advisories/GHSA-gff3-739c-gxfq
Path Traversal in Zope,2021-06-10T17:22:08Z,High,"CVE-2021-32674was published
                        forZope(pip)Jun 10, 2021",https://github.com/advisories/GHSA-5vq5-pg3r-9ph3
Authentication bypass in SilverStripe GraphQL,2021-06-10T17:21:33Z,Moderate,"CVE-2020-26136was published
                        forsilverstripe/graphql(Composer)Jun 10, 2021",https://github.com/advisories/GHSA-mg2g-8pwj-r2j2
Bypass of access control in Django,2021-06-10T17:21:12Z,High,"CVE-2021-33571was published
                        fordjango(pip)Jun 10, 2021",https://github.com/advisories/GHSA-p99v-5w3c-jqq9
Path Traversal in Django,2021-06-10T17:21:00Z,Moderate,"CVE-2021-33203was published
                        fordjango(pip)Jun 10, 2021",https://github.com/advisories/GHSA-68w8-qjq3-2gfm
Exposure of Sensitive Information to an Unauthorized Actor in foreman_fog_proxmox,2021-06-10T15:54:43Z,High,"CVE-2021-20259was published
                        forforeman_fog_proxmox(RubyGems)Jun 10, 2021",https://github.com/advisories/GHSA-f2rp-4rv7-fc95
Cross-Site Request Forgery (CSRF) in FastAPI,2021-06-10T15:43:54Z,High,"CVE-2021-32677was published
                        forfastapi(pip)Jun 10, 2021",https://github.com/advisories/GHSA-8h2j-cgx8-6xv7
Jetty Utility Servlets ConcatServlet Double Decoding Information Disclosure Vulnerability,2021-06-10T15:43:22Z,Moderate,"CVE-2021-28169was published
                        fororg.eclipse.jetty:jetty-servlets(Maven)Jun 10, 2021",https://github.com/advisories/GHSA-gwcr-j4wh-j3cq
Path Traversal in pip,2021-06-09T17:35:04Z,High,"CVE-2019-20916was published
                        forpip(pip)Jun 9, 2021",https://github.com/advisories/GHSA-gpvv-69j7-gwj8
Insufficient Session Expiration in OpenStack Keystone,2021-06-09T17:34:09Z,High,"CVE-2020-12690was published
                        forkeystone(pip)Jun 9, 2021",https://github.com/advisories/GHSA-6m8p-x4qw-gh5j
Header injection possible in Django,2021-06-09T17:14:51Z,Moderate,"CVE-2021-32052was published
                        forDjango(pip)Jun 9, 2021",https://github.com/advisories/GHSA-qm57-vhq3-3fwf
Cross-site scripting in Plone,2021-06-08T23:20:11Z,Moderate,"CVE-2021-33508was published
                        forPlone(pip)Jun 8, 2021",https://github.com/advisories/GHSA-rmpv-rcp6-v8wc
Cross-site scripting in Plone,2021-06-08T23:20:04Z,Moderate,"CVE-2021-33512was published
                        forPlone(pip)Jun 8, 2021",https://github.com/advisories/GHSA-hm2h-f456-6j88
Cross-site scripting in Plone,2021-06-08T23:19:28Z,Moderate,"CVE-2021-33513was published
                        forPlone(pip)Jun 8, 2021",https://github.com/advisories/GHSA-fj67-w3m4-rfmp
Open Redirect in trailing-slash,2021-06-08T23:19:21Z,Moderate,"CVE-2021-23387was published
                        fortrailing-slash(npm)Jun 8, 2021",https://github.com/advisories/GHSA-rfhr-62xp-2fp2
Prototype pollution vulnerability in js-extend,2021-06-08T23:16:03Z,Critical,"CVE-2021-25945was published
                        forjs-extend(npm)Jun 8, 2021",https://github.com/advisories/GHSA-mh82-55cm-6gfh
Command Injection in @ronomon/opened,2021-06-08T23:15:35Z,Critical,"CVE-2021-29300was published
                        for@ronomon/opened(npm)Jun 8, 2021",https://github.com/advisories/GHSA-fg5w-w99f-rj6w
ReDoS in normalize-url,2021-06-08T23:11:43Z,High,"CVE-2021-33502was published
                        fornormalize-url(npm)Jun 8, 2021",https://github.com/advisories/GHSA-px4h-xg32-q955
Cross-site scripting in Shopizer,2021-06-08T23:10:24Z,Moderate,"CVE-2021-33561was published
                        forcom.shopizer:shopizer(Maven)Jun 8, 2021",https://github.com/advisories/GHSA-rcp4-jm2v-mr3f
Cross-site scripting in Shopizer,2021-06-08T23:08:20Z,Moderate,"CVE-2021-33562was published
                        forcom.shopizer:shopizer(Maven)Jun 8, 2021",https://github.com/advisories/GHSA-378p-hrq3-x4p3
Improper Input Validation,2021-06-08T23:05:19Z,Moderate,"CVE-2021-3499was published
                        forgithub.com/ovn-org/ovn-kubernetes(Go)Jun 8, 2021",https://github.com/advisories/GHSA-57v4-m9jx-mh8r
keycloak Self Stored Cross-site Scripting vulnerability,2021-06-08T23:02:43Z,Critical,"CVE-2021-20195was published
                        fororg.keycloak:keycloak-core(Maven)Jun 8, 2021",https://github.com/advisories/GHSA-q6w2-89hq-hq27
Unsynchronized Access to Shared Data in a Multithreaded Context in RESTEasy,2021-06-08T22:29:46Z,Moderate,"CVE-2020-25724was published
                        fororg.jboss.resteasy:resteasy-bom(Maven)Jun 8, 2021",https://github.com/advisories/GHSA-9699-gm7f-cmjv
Uncontrolled Resource Consumption in XNIO,2021-06-08T22:29:29Z,Moderate,"CVE-2020-14340was published
                        fororg.jboss.xnio:xnio-nio(Maven)Jun 8, 2021",https://github.com/advisories/GHSA-c738-77x8-wmq5
Cross-site scripting in Centreon,2021-06-08T20:13:05Z,Moderate,"CVE-2021-27676was published
                        forcentreon/centreon(Composer)Jun 8, 2021",https://github.com/advisories/GHSA-r5mf-q76q-f2xq
Predictable CSRF tokens in centreon/centreon,2021-06-08T20:12:56Z,Moderate,"CVE-2021-28055was published
                        forcentreon/centreon(Composer)Jun 8, 2021",https://github.com/advisories/GHSA-7rg4-266c-jqw6
Server-Side Request Forgery in Feehi CMS,2021-06-08T20:12:32Z,Critical,"CVE-2021-30108was published
                        forfeehi/cms(Composer)Jun 8, 2021",https://github.com/advisories/GHSA-gc45-j3m5-8qfq
SQL Injection in t3/dce,2021-06-08T20:12:23Z,High,"CVE-2021-31777was published
                        fort3/dce(Composer)Jun 8, 2021",https://github.com/advisories/GHSA-5v5h-4w2g-gxxc
SQL Injection in tribalsystems/zenario,2021-06-08T20:12:02Z,Moderate,"CVE-2021-27672was published
                        fortribalsystems/zenario(Composer)Jun 8, 2021",https://github.com/advisories/GHSA-gxcm-36qw-j29v
